"Town","FIPS","Year","Measure Type","Variable","Value"
"Watertown","0900580490","2015","Number","Estimated Population",21994
"Watertown","0900580490","2016","Number","Estimated Population",21842
"Watertown","0900580490","2017","Number","Estimated Population",21740
"Westbrook","0900781680","2010","Number","Estimated Population",6937
"Westbrook","0900781680","2011","Number","Estimated Population",6947
"Westbrook","0900781680","2012","Number","Estimated Population",6918
"Westbrook","0900781680","2013","Number","Estimated Population",6920
"Westbrook","0900781680","2014","Number","Estimated Population",6908
"Westbrook","0900781680","2015","Number","Estimated Population",6903
"Westbrook","0900781680","2016","Number","Estimated Population",6948
"Westbrook","0900781680","2017","Number","Estimated Population",6956
"West Hartford","0900382590","2010","Number","Estimated Population",63470
"West Hartford","0900382590","2011","Number","Estimated Population",63516
"West Hartford","0900382590","2012","Number","Estimated Population",63602
"West Hartford","0900382590","2013","Number","Estimated Population",63629
"West Hartford","0900382590","2014","Number","Estimated Population",63421
"West Hartford","0900382590","2015","Number","Estimated Population",63345
"West Hartford","0900382590","2016","Number","Estimated Population",63264
"West Hartford","0900382590","2017","Number","Estimated Population",63133
"West Haven","0900982870","2010","Number","Estimated Population",55584
"West Haven","0900982870","2011","Number","Estimated Population",55563
"West Haven","0900982870","2012","Number","Estimated Population",55331
"West Haven","0900982870","2013","Number","Estimated Population",55240
"West Haven","0900982870","2014","Number","Estimated Population",55367
"West Haven","0900982870","2015","Number","Estimated Population",54967
"West Haven","0900982870","2016","Number","Estimated Population",54774
"West Haven","0900982870","2017","Number","Estimated Population",54843
"Weston","0900183430","2010","Number","Estimated Population",10196
"Weston","0900183430","2011","Number","Estimated Population",10302
"Weston","0900183430","2012","Number","Estimated Population",10362
"Weston","0900183430","2013","Number","Estimated Population",10387
"Weston","0900183430","2014","Number","Estimated Population",10383
"Weston","0900183430","2015","Number","Estimated Population",10376
"Weston","0900183430","2016","Number","Estimated Population",10336
"Weston","0900183430","2017","Number","Estimated Population",10331
"Westport","0900183500","2010","Number","Estimated Population",26448
"Westport","0900183500","2011","Number","Estimated Population",26813
"Westport","0900183500","2012","Number","Estimated Population",27135
"Westport","0900183500","2013","Number","Estimated Population",27403
"Westport","0900183500","2014","Number","Estimated Population",27590
"Westport","0900183500","2015","Number","Estimated Population",27912
"Westport","0900183500","2016","Number","Estimated Population",27992
"Westport","0900183500","2017","Number","Estimated Population",28042
"Wethersfield","0900384900","2010","Number","Estimated Population",26679
"Wethersfield","0900384900","2011","Number","Estimated Population",26745
"Wethersfield","0900384900","2012","Number","Estimated Population",26580
"Wethersfield","0900384900","2013","Number","Estimated Population",26560
"Wethersfield","0900384900","2014","Number","Estimated Population",26489
"Wethersfield","0900384900","2015","Number","Estimated Population",26420
"Wethersfield","0900384900","2016","Number","Estimated Population",26300
"Wethersfield","0900384900","2017","Number","Estimated Population",26195
"Willington","0901385950","2010","Number","Estimated Population",6039
"Willington","0901385950","2011","Number","Estimated Population",6030
"Willington","0901385950","2012","Number","Estimated Population",5999
"Willington","0901385950","2013","Number","Estimated Population",5975
"Willington","0901385950","2014","Number","Estimated Population",5943
"Willington","0901385950","2015","Number","Estimated Population",5925
"Willington","0901385950","2016","Number","Estimated Population",5882
"Willington","0901385950","2017","Number","Estimated Population",5921
"Wilton","0900186370","2010","Number","Estimated Population",18080
"Wilton","0900186370","2011","Number","Estimated Population",18514
"Wilton","0900186370","2012","Number","Estimated Population",18646
"Wilton","0900186370","2013","Number","Estimated Population",18674
"Wilton","0900186370","2014","Number","Estimated Population",18689
"Wilton","0900186370","2015","Number","Estimated Population",18710
"Wilton","0900186370","2016","Number","Estimated Population",18634
"Wilton","0900186370","2017","Number","Estimated Population",18581
"Winchester","0900586440","2010","Number","Estimated Population",11242
"Winchester","0900586440","2011","Number","Estimated Population",11189
"Winchester","0900586440","2012","Number","Estimated Population",11091
"Winchester","0900586440","2013","Number","Estimated Population",11042
"Winchester","0900586440","2014","Number","Estimated Population",10985
"Winchester","0900586440","2015","Number","Estimated Population",10903
"Winchester","0900586440","2016","Number","Estimated Population",10814
"Winchester","0900586440","2017","Number","Estimated Population",10739
"Windham","0901586790","2010","Number","Estimated Population",25430
"Windham","0901586790","2011","Number","Estimated Population",25421
"Windham","0901586790","2012","Number","Estimated Population",25335
"Windham","0901586790","2013","Number","Estimated Population",25174
"Windham","0901586790","2014","Number","Estimated Population",24884
"Windham","0901586790","2015","Number","Estimated Population",24785
"Windham","0901586790","2016","Number","Estimated Population",24679
"Windham","0901586790","2017","Number","Estimated Population",24686
"Windsor","0900387000","2010","Number","Estimated Population",29114
"Windsor","0900387000","2011","Number","Estimated Population",29176
"Windsor","0900387000","2012","Number","Estimated Population",29176
"Windsor","0900387000","2013","Number","Estimated Population",29188
"Windsor","0900387000","2014","Number","Estimated Population",29088
"Windsor","0900387000","2015","Number","Estimated Population",29052
"Windsor","0900387000","2016","Number","Estimated Population",28968
"Windsor","0900387000","2017","Number","Estimated Population",28898
"Windsor Locks","0900387070","2010","Number","Estimated Population",12509
"Windsor Locks","0900387070","2011","Number","Estimated Population",12563
"Windsor Locks","0900387070","2012","Number","Estimated Population",12576
"Windsor Locks","0900387070","2013","Number","Estimated Population",12594
"Windsor Locks","0900387070","2014","Number","Estimated Population",12580
"Windsor Locks","0900387070","2015","Number","Estimated Population",12563
"Windsor Locks","0900387070","2016","Number","Estimated Population",12558
"Windsor Locks","0900387070","2017","Number","Estimated Population",12554
"Wolcott","0900987560","2010","Number","Estimated Population",16711
"Wolcott","0900987560","2011","Number","Estimated Population",16743
"Wolcott","0900987560","2012","Number","Estimated Population",16767
"Wolcott","0900987560","2013","Number","Estimated Population",16753
"Wolcott","0900987560","2014","Number","Estimated Population",16735
"Wolcott","0900987560","2015","Number","Estimated Population",16689
"Wolcott","0900987560","2016","Number","Estimated Population",16661
"Wolcott","0900987560","2017","Number","Estimated Population",16672
"Woodbridge","0900987700","2010","Number","Estimated Population",8998
"Woodbridge","0900987700","2011","Number","Estimated Population",8982
"Woodbridge","0900987700","2012","Number","Estimated Population",8988
"Woodbridge","0900987700","2013","Number","Estimated Population",8972
"Woodbridge","0900987700","2014","Number","Estimated Population",8951
"Woodbridge","0900987700","2015","Number","Estimated Population",8904
"Woodbridge","0900987700","2016","Number","Estimated Population",8871
"Woodbridge","0900987700","2017","Number","Estimated Population",8853
"Woodbury","0900587910","2010","Number","Estimated Population",9974
"Woodbury","0900587910","2011","Number","Estimated Population",9925
"Woodbury","0900587910","2012","Number","Estimated Population",9855
"Woodbury","0900587910","2013","Number","Estimated Population",9819
"Woodbury","0900587910","2014","Number","Estimated Population",9744
"Woodbury","0900587910","2015","Number","Estimated Population",9670
"Woodbury","0900587910","2016","Number","Estimated Population",9608
"Woodbury","0900587910","2017","Number","Estimated Population",9557
"Woodstock","0901588190","2010","Number","Estimated Population",7963
"Woodstock","0901588190","2011","Number","Estimated Population",7948
"Woodstock","0901588190","2012","Number","Estimated Population",7905
"Woodstock","0901588190","2013","Number","Estimated Population",7885
"Woodstock","0901588190","2014","Number","Estimated Population",7840
"Woodstock","0901588190","2015","Number","Estimated Population",7812
"Woodstock","0901588190","2016","Number","Estimated Population",7791
"Woodstock","0901588190","2017","Number","Estimated Population",7809
