"Town","FIPS","Year","Measure Type","Variable","Value"
"Montville","0901148900","2006-2010","Number","Total Households",6759
"Montville","0901148900","2006-2010","Number","Margins of Error",263
"Montville","0901148900","2007-2011","Number","Total Households",7091
"Montville","0901148900","2007-2011","Number","Margins of Error",349
"Montville","0901148900","2008-2012","Number","Total Households",6987
"Montville","0901148900","2008-2012","Number","Margins of Error",286
"Montville","0901148900","2009-2013","Number","Total Households",6996
"Montville","0901148900","2009-2013","Number","Margins of Error",269
"Montville","0901148900","2010-2014","Number","Total Households",6846
"Montville","0901148900","2010-2014","Number","Margins of Error",308
"Montville","0901148900","2011-2015","Number","Total Households",6868
"Montville","0901148900","2011-2015","Number","Margins of Error",335
"Montville","0901148900","2012-2016","Number","Total Households",6750
"Montville","0901148900","2012-2016","Number","Margins of Error",280
"Montville","0901148900","2013-2017","Number","Total Households",7027
"Montville","0901148900","2013-2017","Number","Margins of Error",279
"Morris","0900549460","2006-2010","Number","Total Households",983
"Morris","0900549460","2006-2010","Number","Margins of Error",82
"Morris","0900549460","2007-2011","Number","Total Households",963
"Morris","0900549460","2007-2011","Number","Margins of Error",75
"Morris","0900549460","2008-2012","Number","Total Households",967
"Morris","0900549460","2008-2012","Number","Margins of Error",75
"Morris","0900549460","2009-2013","Number","Total Households",940
"Morris","0900549460","2009-2013","Number","Margins of Error",66
"Morris","0900549460","2010-2014","Number","Total Households",925
"Morris","0900549460","2010-2014","Number","Margins of Error",66
"Morris","0900549460","2011-2015","Number","Total Households",917
"Morris","0900549460","2011-2015","Number","Margins of Error",73
"Morris","0900549460","2012-2016","Number","Total Households",936
"Morris","0900549460","2012-2016","Number","Margins of Error",68
"Morris","0900549460","2013-2017","Number","Total Households",900
"Morris","0900549460","2013-2017","Number","Margins of Error",73
"Naugatuck","0900949950","2006-2010","Number","Total Households",12369
"Naugatuck","0900949950","2006-2010","Number","Margins of Error",306
"Naugatuck","0900949950","2007-2011","Number","Total Households",12386
"Naugatuck","0900949950","2007-2011","Number","Margins of Error",379
"Naugatuck","0900949950","2008-2012","Number","Total Households",12461
"Naugatuck","0900949950","2008-2012","Number","Margins of Error",441
"Naugatuck","0900949950","2009-2013","Number","Total Households",12293
"Naugatuck","0900949950","2009-2013","Number","Margins of Error",383
"Naugatuck","0900949950","2010-2014","Number","Total Households",12157
"Naugatuck","0900949950","2010-2014","Number","Margins of Error",384
"Naugatuck","0900949950","2011-2015","Number","Total Households",12095
"Naugatuck","0900949950","2011-2015","Number","Margins of Error",451
"Naugatuck","0900949950","2012-2016","Number","Total Households",11910
"Naugatuck","0900949950","2012-2016","Number","Margins of Error",388
"Naugatuck","0900949950","2013-2017","Number","Total Households",11765
"Naugatuck","0900949950","2013-2017","Number","Margins of Error",365
"New Britain","0900350440","2006-2010","Number","Total Households",29461
"New Britain","0900350440","2006-2010","Number","Margins of Error",668
"New Britain","0900350440","2007-2011","Number","Total Households",28659
"New Britain","0900350440","2007-2011","Number","Margins of Error",637
"New Britain","0900350440","2008-2012","Number","Total Households",28103
"New Britain","0900350440","2008-2012","Number","Margins of Error",620
"New Britain","0900350440","2009-2013","Number","Total Households",27935
"New Britain","0900350440","2009-2013","Number","Margins of Error",666
"New Britain","0900350440","2010-2014","Number","Total Households",27820
"New Britain","0900350440","2010-2014","Number","Margins of Error",585
"New Britain","0900350440","2011-2015","Number","Total Households",27858
"New Britain","0900350440","2011-2015","Number","Margins of Error",641
"New Britain","0900350440","2012-2016","Number","Total Households",28118
"New Britain","0900350440","2012-2016","Number","Margins of Error",579
"New Britain","0900350440","2013-2017","Number","Total Households",28531
"New Britain","0900350440","2013-2017","Number","Margins of Error",607
"New Canaan","0900150580","2006-2010","Number","Total Households",6767
"New Canaan","0900150580","2006-2010","Number","Margins of Error",199
"New Canaan","0900150580","2007-2011","Number","Total Households",6681
"New Canaan","0900150580","2007-2011","Number","Margins of Error",189
"New Canaan","0900150580","2008-2012","Number","Total Households",6770
"New Canaan","0900150580","2008-2012","Number","Margins of Error",212
"New Canaan","0900150580","2009-2013","Number","Total Households",6802
"New Canaan","0900150580","2009-2013","Number","Margins of Error",229
"New Canaan","0900150580","2010-2014","Number","Total Households",6833
"New Canaan","0900150580","2010-2014","Number","Margins of Error",215
"New Canaan","0900150580","2011-2015","Number","Total Households",6857
"New Canaan","0900150580","2011-2015","Number","Margins of Error",186
"New Canaan","0900150580","2012-2016","Number","Total Households",7018
"New Canaan","0900150580","2012-2016","Number","Margins of Error",194
"New Canaan","0900150580","2013-2017","Number","Total Households",7042
"New Canaan","0900150580","2013-2017","Number","Margins of Error",172
"New Fairfield","0900150860","2006-2010","Number","Total Households",4729
"New Fairfield","0900150860","2006-2010","Number","Margins of Error",168
"New Fairfield","0900150860","2007-2011","Number","Total Households",4741
"New Fairfield","0900150860","2007-2011","Number","Margins of Error",188
"New Fairfield","0900150860","2008-2012","Number","Total Households",4781
"New Fairfield","0900150860","2008-2012","Number","Margins of Error",159
"New Fairfield","0900150860","2009-2013","Number","Total Households",4770
"New Fairfield","0900150860","2009-2013","Number","Margins of Error",192
"New Fairfield","0900150860","2010-2014","Number","Total Households",4815
"New Fairfield","0900150860","2010-2014","Number","Margins of Error",183
"New Fairfield","0900150860","2011-2015","Number","Total Households",4851
"New Fairfield","0900150860","2011-2015","Number","Margins of Error",179
"New Fairfield","0900150860","2012-2016","Number","Total Households",4795
"New Fairfield","0900150860","2012-2016","Number","Margins of Error",160
"New Fairfield","0900150860","2013-2017","Number","Total Households",4869
"New Fairfield","0900150860","2013-2017","Number","Margins of Error",155
"New Hartford","0900551350","2006-2010","Number","Total Households",2601
"New Hartford","0900551350","2006-2010","Number","Margins of Error",140
"New Hartford","0900551350","2007-2011","Number","Total Households",2635
"New Hartford","0900551350","2007-2011","Number","Margins of Error",143
"New Hartford","0900551350","2008-2012","Number","Total Households",2680
"New Hartford","0900551350","2008-2012","Number","Margins of Error",143
"New Hartford","0900551350","2009-2013","Number","Total Households",2647
"New Hartford","0900551350","2009-2013","Number","Margins of Error",162
"New Hartford","0900551350","2010-2014","Number","Total Households",2702
"New Hartford","0900551350","2010-2014","Number","Margins of Error",164
"New Hartford","0900551350","2011-2015","Number","Total Households",2632
"New Hartford","0900551350","2011-2015","Number","Margins of Error",153
"New Hartford","0900551350","2012-2016","Number","Total Households",2563
"New Hartford","0900551350","2012-2016","Number","Margins of Error",175
"New Hartford","0900551350","2013-2017","Number","Total Households",2605
"New Hartford","0900551350","2013-2017","Number","Margins of Error",195
"New Haven","0900952070","2006-2010","Number","Total Households",48419
"New Haven","0900952070","2006-2010","Number","Margins of Error",1212
"New Haven","0900952070","2007-2011","Number","Total Households",49247
"New Haven","0900952070","2007-2011","Number","Margins of Error",1027
"New Haven","0900952070","2008-2012","Number","Total Households",49308
"New Haven","0900952070","2008-2012","Number","Margins of Error",990
"New Haven","0900952070","2009-2013","Number","Total Households",50056
"New Haven","0900952070","2009-2013","Number","Margins of Error",1007
"New Haven","0900952070","2010-2014","Number","Total Households",49945
"New Haven","0900952070","2010-2014","Number","Margins of Error",845
"New Haven","0900952070","2011-2015","Number","Total Households",49771
"New Haven","0900952070","2011-2015","Number","Margins of Error",926
"New Haven","0900952070","2012-2016","Number","Total Households",50024
"New Haven","0900952070","2012-2016","Number","Margins of Error",827
"New Haven","0900952070","2013-2017","Number","Total Households",49987
"New Haven","0900952070","2013-2017","Number","Margins of Error",908
"New London","0901152350","2006-2010","Number","Total Households",10223
"New London","0901152350","2006-2010","Number","Margins of Error",439
"New London","0901152350","2007-2011","Number","Total Households",10517
"New London","0901152350","2007-2011","Number","Margins of Error",558
"New London","0901152350","2008-2012","Number","Total Households",10376
"New London","0901152350","2008-2012","Number","Margins of Error",466
"New London","0901152350","2009-2013","Number","Total Households",10336
"New London","0901152350","2009-2013","Number","Margins of Error",461
"New London","0901152350","2010-2014","Number","Total Households",10224
"New London","0901152350","2010-2014","Number","Margins of Error",417
"New London","0901152350","2011-2015","Number","Total Households",10770
"New London","0901152350","2011-2015","Number","Margins of Error",480
"New London","0901152350","2012-2016","Number","Total Households",10600
"New London","0901152350","2012-2016","Number","Margins of Error",490
"New London","0901152350","2013-2017","Number","Total Households",10984
"New London","0901152350","2013-2017","Number","Margins of Error",433
"New Milford","0900552630","2006-2010","Number","Total Households",10659
"New Milford","0900552630","2006-2010","Number","Margins of Error",310
"New Milford","0900552630","2007-2011","Number","Total Households",10760
"New Milford","0900552630","2007-2011","Number","Margins of Error",273
"New Milford","0900552630","2008-2012","Number","Total Households",10722
"New Milford","0900552630","2008-2012","Number","Margins of Error",287
"New Milford","0900552630","2009-2013","Number","Total Households",10707
"New Milford","0900552630","2009-2013","Number","Margins of Error",317
"New Milford","0900552630","2010-2014","Number","Total Households",10642
"New Milford","0900552630","2010-2014","Number","Margins of Error",303
"New Milford","0900552630","2011-2015","Number","Total Households",10494
"New Milford","0900552630","2011-2015","Number","Margins of Error",269
"New Milford","0900552630","2012-2016","Number","Total Households",10373
"New Milford","0900552630","2012-2016","Number","Margins of Error",291
"New Milford","0900552630","2013-2017","Number","Total Households",10274
"New Milford","0900552630","2013-2017","Number","Margins of Error",297
"Newington","0900352140","2006-2010","Number","Total Households",12131
"Newington","0900352140","2006-2010","Number","Margins of Error",345
"Newington","0900352140","2007-2011","Number","Total Households",12615
"Newington","0900352140","2007-2011","Number","Margins of Error",295
"Newington","0900352140","2008-2012","Number","Total Households",12699
"Newington","0900352140","2008-2012","Number","Margins of Error",268
"Newington","0900352140","2009-2013","Number","Total Households",12659
"Newington","0900352140","2009-2013","Number","Margins of Error",292
"Newington","0900352140","2010-2014","Number","Total Households",12634
"Newington","0900352140","2010-2014","Number","Margins of Error",302
"Newington","0900352140","2011-2015","Number","Total Households",12649
"Newington","0900352140","2011-2015","Number","Margins of Error",278
"Newington","0900352140","2012-2016","Number","Total Households",12617
"Newington","0900352140","2012-2016","Number","Margins of Error",348
"Newington","0900352140","2013-2017","Number","Total Households",12519
"Newington","0900352140","2013-2017","Number","Margins of Error",320
"Newtown","0900152980","2006-2010","Number","Total Households",8851
"Newtown","0900152980","2006-2010","Number","Margins of Error",209
"Newtown","0900152980","2007-2011","Number","Total Households",8946
"Newtown","0900152980","2007-2011","Number","Margins of Error",293
"Newtown","0900152980","2008-2012","Number","Total Households",9107
"Newtown","0900152980","2008-2012","Number","Margins of Error",202
"Newtown","0900152980","2009-2013","Number","Total Households",9518
"Newtown","0900152980","2009-2013","Number","Margins of Error",283
"Newtown","0900152980","2010-2014","Number","Total Households",9624
"Newtown","0900152980","2010-2014","Number","Margins of Error",279
"Newtown","0900152980","2011-2015","Number","Total Households",9714
"Newtown","0900152980","2011-2015","Number","Margins of Error",305
"Newtown","0900152980","2012-2016","Number","Total Households",9796
"Newtown","0900152980","2012-2016","Number","Margins of Error",258
"Newtown","0900152980","2013-2017","Number","Total Households",9749
"Newtown","0900152980","2013-2017","Number","Margins of Error",274
"Norfolk","0900553470","2006-2010","Number","Total Households",662
"Norfolk","0900553470","2006-2010","Number","Margins of Error",60
"Norfolk","0900553470","2007-2011","Number","Total Households",620
"Norfolk","0900553470","2007-2011","Number","Margins of Error",60
"Norfolk","0900553470","2008-2012","Number","Total Households",624
"Norfolk","0900553470","2008-2012","Number","Margins of Error",64
"Norfolk","0900553470","2009-2013","Number","Total Households",610
"Norfolk","0900553470","2009-2013","Number","Margins of Error",63
"Norfolk","0900553470","2010-2014","Number","Total Households",635
"Norfolk","0900553470","2010-2014","Number","Margins of Error",70
"Norfolk","0900553470","2011-2015","Number","Total Households",664
"Norfolk","0900553470","2011-2015","Number","Margins of Error",54
"Norfolk","0900553470","2012-2016","Number","Total Households",650
"Norfolk","0900553470","2012-2016","Number","Margins of Error",65
"Norfolk","0900553470","2013-2017","Number","Total Households",645
"Norfolk","0900553470","2013-2017","Number","Margins of Error",59
"North Branford","0900953890","2006-2010","Number","Total Households",5441
"North Branford","0900953890","2006-2010","Number","Margins of Error",187
"North Branford","0900953890","2007-2011","Number","Total Households",5596
"North Branford","0900953890","2007-2011","Number","Margins of Error",205
"North Branford","0900953890","2008-2012","Number","Total Households",5568
"North Branford","0900953890","2008-2012","Number","Margins of Error",186
"North Branford","0900953890","2009-2013","Number","Total Households",5408
"North Branford","0900953890","2009-2013","Number","Margins of Error",181
"North Branford","0900953890","2010-2014","Number","Total Households",5549
"North Branford","0900953890","2010-2014","Number","Margins of Error",188
"North Branford","0900953890","2011-2015","Number","Total Households",5371
"North Branford","0900953890","2011-2015","Number","Margins of Error",184
"North Branford","0900953890","2012-2016","Number","Total Households",5458
"North Branford","0900953890","2012-2016","Number","Margins of Error",203
"North Branford","0900953890","2013-2017","Number","Total Households",5439
"North Branford","0900953890","2013-2017","Number","Margins of Error",220
"North Canaan","0900554030","2006-2010","Number","Total Households",1525
"North Canaan","0900554030","2006-2010","Number","Margins of Error",135
"North Canaan","0900554030","2007-2011","Number","Total Households",1404
"North Canaan","0900554030","2007-2011","Number","Margins of Error",118
"North Canaan","0900554030","2008-2012","Number","Total Households",1356
"North Canaan","0900554030","2008-2012","Number","Margins of Error",84
"North Canaan","0900554030","2009-2013","Number","Total Households",1308
"North Canaan","0900554030","2009-2013","Number","Margins of Error",96
"North Canaan","0900554030","2010-2014","Number","Total Households",1298
"North Canaan","0900554030","2010-2014","Number","Margins of Error",87
"North Canaan","0900554030","2011-2015","Number","Total Households",1304
"North Canaan","0900554030","2011-2015","Number","Margins of Error",88
"North Canaan","0900554030","2012-2016","Number","Total Households",1224
"North Canaan","0900554030","2012-2016","Number","Margins of Error",82
"North Canaan","0900554030","2013-2017","Number","Total Households",1366
"North Canaan","0900554030","2013-2017","Number","Margins of Error",132
"North Haven","0900954870","2006-2010","Number","Total Households",8954
"North Haven","0900954870","2006-2010","Number","Margins of Error",243
"North Haven","0900954870","2007-2011","Number","Total Households",8954
"North Haven","0900954870","2007-2011","Number","Margins of Error",255
"North Haven","0900954870","2008-2012","Number","Total Households",8909
"North Haven","0900954870","2008-2012","Number","Margins of Error",271
"North Haven","0900954870","2009-2013","Number","Total Households",8789
"North Haven","0900954870","2009-2013","Number","Margins of Error",244
"North Haven","0900954870","2010-2014","Number","Total Households",8590
"North Haven","0900954870","2010-2014","Number","Margins of Error",276
"North Haven","0900954870","2011-2015","Number","Total Households",8513
"North Haven","0900954870","2011-2015","Number","Margins of Error",327
"North Haven","0900954870","2012-2016","Number","Total Households",8367
"North Haven","0900954870","2012-2016","Number","Margins of Error",289
"North Haven","0900954870","2013-2017","Number","Total Households",8570
"North Haven","0900954870","2013-2017","Number","Margins of Error",261
"North Stonington","0901155500","2006-2010","Number","Total Households",2112
"North Stonington","0901155500","2006-2010","Number","Margins of Error",86
"North Stonington","0901155500","2007-2011","Number","Total Households",2158
"North Stonington","0901155500","2007-2011","Number","Margins of Error",115
"North Stonington","0901155500","2008-2012","Number","Total Households",2087
"North Stonington","0901155500","2008-2012","Number","Margins of Error",119
"North Stonington","0901155500","2009-2013","Number","Total Households",2042
"North Stonington","0901155500","2009-2013","Number","Margins of Error",96
"North Stonington","0901155500","2010-2014","Number","Total Households",2036
"North Stonington","0901155500","2010-2014","Number","Margins of Error",105
"North Stonington","0901155500","2011-2015","Number","Total Households",1955
"North Stonington","0901155500","2011-2015","Number","Margins of Error",125
"North Stonington","0901155500","2012-2016","Number","Total Households",1989
"North Stonington","0901155500","2012-2016","Number","Margins of Error",154
"North Stonington","0901155500","2013-2017","Number","Total Households",2000
"North Stonington","0901155500","2013-2017","Number","Margins of Error",167
"Norwalk","0900156060","2006-2010","Number","Total Households",35133
"Norwalk","0900156060","2006-2010","Number","Margins of Error",662
"Norwalk","0900156060","2007-2011","Number","Total Households",36463
"Norwalk","0900156060","2007-2011","Number","Margins of Error",662
"Norwalk","0900156060","2008-2012","Number","Total Households",36717
"Norwalk","0900156060","2008-2012","Number","Margins of Error",714
"Norwalk","0900156060","2009-2013","Number","Total Households",36236
"Norwalk","0900156060","2009-2013","Number","Margins of Error",668
"Norwalk","0900156060","2010-2014","Number","Total Households",35450
"Norwalk","0900156060","2010-2014","Number","Margins of Error",663
"Norwalk","0900156060","2011-2015","Number","Total Households",34137
"Norwalk","0900156060","2011-2015","Number","Margins of Error",654
"Norwalk","0900156060","2012-2016","Number","Total Households",33184
"Norwalk","0900156060","2012-2016","Number","Margins of Error",608
"Norwalk","0900156060","2013-2017","Number","Total Households",33385
"Norwalk","0900156060","2013-2017","Number","Margins of Error",635
"Norwich","0901156270","2006-2010","Number","Total Households",16167
"Norwich","0901156270","2006-2010","Number","Margins of Error",574
"Norwich","0901156270","2007-2011","Number","Total Households",16308
"Norwich","0901156270","2007-2011","Number","Margins of Error",398
"Norwich","0901156270","2008-2012","Number","Total Households",16645
"Norwich","0901156270","2008-2012","Number","Margins of Error",425
"Norwich","0901156270","2009-2013","Number","Total Households",16627
"Norwich","0901156270","2009-2013","Number","Margins of Error",467
"Norwich","0901156270","2010-2014","Number","Total Households",16331
"Norwich","0901156270","2010-2014","Number","Margins of Error",494
"Norwich","0901156270","2011-2015","Number","Total Households",16080
"Norwich","0901156270","2011-2015","Number","Margins of Error",521
"Norwich","0901156270","2012-2016","Number","Total Households",16017
"Norwich","0901156270","2012-2016","Number","Margins of Error",433
"Norwich","0901156270","2013-2017","Number","Total Households",15795
"Norwich","0901156270","2013-2017","Number","Margins of Error",412
"Old Lyme","0901157040","2006-2010","Number","Total Households",3190
"Old Lyme","0901157040","2006-2010","Number","Margins of Error",132
"Old Lyme","0901157040","2007-2011","Number","Total Households",3201
"Old Lyme","0901157040","2007-2011","Number","Margins of Error",127
"Old Lyme","0901157040","2008-2012","Number","Total Households",3149
"Old Lyme","0901157040","2008-2012","Number","Margins of Error",141
"Old Lyme","0901157040","2009-2013","Number","Total Households",3231
"Old Lyme","0901157040","2009-2013","Number","Margins of Error",155
"Old Lyme","0901157040","2010-2014","Number","Total Households",3216
"Old Lyme","0901157040","2010-2014","Number","Margins of Error",142
"Old Lyme","0901157040","2011-2015","Number","Total Households",3145
"Old Lyme","0901157040","2011-2015","Number","Margins of Error",145
"Old Lyme","0901157040","2012-2016","Number","Total Households",3191
"Old Lyme","0901157040","2012-2016","Number","Margins of Error",136
"Old Lyme","0901157040","2013-2017","Number","Total Households",3215
"Old Lyme","0901157040","2013-2017","Number","Margins of Error",138
"Old Saybrook","0900757320","2006-2010","Number","Total Households",4591
"Old Saybrook","0900757320","2006-2010","Number","Margins of Error",214
"Old Saybrook","0900757320","2007-2011","Number","Total Households",4572
"Old Saybrook","0900757320","2007-2011","Number","Margins of Error",186
"Old Saybrook","0900757320","2008-2012","Number","Total Households",4400
"Old Saybrook","0900757320","2008-2012","Number","Margins of Error",198
"Old Saybrook","0900757320","2009-2013","Number","Total Households",4295
"Old Saybrook","0900757320","2009-2013","Number","Margins of Error",184
"Old Saybrook","0900757320","2010-2014","Number","Total Households",4217
"Old Saybrook","0900757320","2010-2014","Number","Margins of Error",168
"Old Saybrook","0900757320","2011-2015","Number","Total Households",4264
"Old Saybrook","0900757320","2011-2015","Number","Margins of Error",190
"Old Saybrook","0900757320","2012-2016","Number","Total Households",4201
"Old Saybrook","0900757320","2012-2016","Number","Margins of Error",215
"Old Saybrook","0900757320","2013-2017","Number","Total Households",4255
"Old Saybrook","0900757320","2013-2017","Number","Margins of Error",240
"Orange","0900957600","2006-2010","Number","Total Households",4996
"Orange","0900957600","2006-2010","Number","Margins of Error",151
"Orange","0900957600","2007-2011","Number","Total Households",4928
"Orange","0900957600","2007-2011","Number","Margins of Error",146
"Orange","0900957600","2008-2012","Number","Total Households",4844
"Orange","0900957600","2008-2012","Number","Margins of Error",160
"Orange","0900957600","2009-2013","Number","Total Households",4865
"Orange","0900957600","2009-2013","Number","Margins of Error",164
"Orange","0900957600","2010-2014","Number","Total Households",4841
"Orange","0900957600","2010-2014","Number","Margins of Error",148
"Orange","0900957600","2011-2015","Number","Total Households",4875
"Orange","0900957600","2011-2015","Number","Margins of Error",163
"Orange","0900957600","2012-2016","Number","Total Households",4919
"Orange","0900957600","2012-2016","Number","Margins of Error",132
"Orange","0900957600","2013-2017","Number","Total Households",4959
"Orange","0900957600","2013-2017","Number","Margins of Error",141
"Oxford","0900958300","2006-2010","Number","Total Households",4250
"Oxford","0900958300","2006-2010","Number","Margins of Error",131
"Oxford","0900958300","2007-2011","Number","Total Households",4360
"Oxford","0900958300","2007-2011","Number","Margins of Error",125
"Oxford","0900958300","2008-2012","Number","Total Households",4420
"Oxford","0900958300","2008-2012","Number","Margins of Error",148
"Oxford","0900958300","2009-2013","Number","Total Households",4428
"Oxford","0900958300","2009-2013","Number","Margins of Error",160
"Oxford","0900958300","2010-2014","Number","Total Households",4411
"Oxford","0900958300","2010-2014","Number","Margins of Error",145
"Oxford","0900958300","2011-2015","Number","Total Households",4385
"Oxford","0900958300","2011-2015","Number","Margins of Error",162
"Oxford","0900958300","2012-2016","Number","Total Households",4390
"Oxford","0900958300","2012-2016","Number","Margins of Error",173
"Oxford","0900958300","2013-2017","Number","Total Households",4463
"Oxford","0900958300","2013-2017","Number","Margins of Error",183
"Plainfield","0901559980","2006-2010","Number","Total Households",5586
"Plainfield","0901559980","2006-2010","Number","Margins of Error",211
"Plainfield","0901559980","2007-2011","Number","Total Households",5656
"Plainfield","0901559980","2007-2011","Number","Margins of Error",263
"Plainfield","0901559980","2008-2012","Number","Total Households",5592
"Plainfield","0901559980","2008-2012","Number","Margins of Error",222
"Plainfield","0901559980","2009-2013","Number","Total Households",5651
"Plainfield","0901559980","2009-2013","Number","Margins of Error",220
"Plainfield","0901559980","2010-2014","Number","Total Households",5730
"Plainfield","0901559980","2010-2014","Number","Margins of Error",227
"Plainfield","0901559980","2011-2015","Number","Total Households",5714
"Plainfield","0901559980","2011-2015","Number","Margins of Error",238
"Plainfield","0901559980","2012-2016","Number","Total Households",5645
"Plainfield","0901559980","2012-2016","Number","Margins of Error",250
"Plainfield","0901559980","2013-2017","Number","Total Households",5694
"Plainfield","0901559980","2013-2017","Number","Margins of Error",269
"Plainville","0900360120","2006-2010","Number","Total Households",7422
"Plainville","0900360120","2006-2010","Number","Margins of Error",307
"Plainville","0900360120","2007-2011","Number","Total Households",7596
"Plainville","0900360120","2007-2011","Number","Margins of Error",249
"Plainville","0900360120","2008-2012","Number","Total Households",7591
"Plainville","0900360120","2008-2012","Number","Margins of Error",257
"Plainville","0900360120","2009-2013","Number","Total Households",7624
"Plainville","0900360120","2009-2013","Number","Margins of Error",282
"Plainville","0900360120","2010-2014","Number","Total Households",7699
"Plainville","0900360120","2010-2014","Number","Margins of Error",264
"Plainville","0900360120","2011-2015","Number","Total Households",7462
"Plainville","0900360120","2011-2015","Number","Margins of Error",233
"Plainville","0900360120","2012-2016","Number","Total Households",7455
"Plainville","0900360120","2012-2016","Number","Margins of Error",289
"Plainville","0900360120","2013-2017","Number","Total Households",7584
"Plainville","0900360120","2013-2017","Number","Margins of Error",256
"Plymouth","0900560750","2006-2010","Number","Total Households",4624
"Plymouth","0900560750","2006-2010","Number","Margins of Error",183
"Plymouth","0900560750","2007-2011","Number","Total Households",4666
"Plymouth","0900560750","2007-2011","Number","Margins of Error",184
"Plymouth","0900560750","2008-2012","Number","Total Households",4739
"Plymouth","0900560750","2008-2012","Number","Margins of Error",179
"Plymouth","0900560750","2009-2013","Number","Total Households",4699
"Plymouth","0900560750","2009-2013","Number","Margins of Error",204
"Plymouth","0900560750","2010-2014","Number","Total Households",4711
"Plymouth","0900560750","2010-2014","Number","Margins of Error",164
"Plymouth","0900560750","2011-2015","Number","Total Households",4690
"Plymouth","0900560750","2011-2015","Number","Margins of Error",150
"Plymouth","0900560750","2012-2016","Number","Total Households",4733
"Plymouth","0900560750","2012-2016","Number","Margins of Error",184
"Plymouth","0900560750","2013-2017","Number","Total Households",4842
"Plymouth","0900560750","2013-2017","Number","Margins of Error",178
"Pomfret","0901561030","2006-2010","Number","Total Households",1572
"Pomfret","0901561030","2006-2010","Number","Margins of Error",108
"Pomfret","0901561030","2007-2011","Number","Total Households",1532
"Pomfret","0901561030","2007-2011","Number","Margins of Error",118
"Pomfret","0901561030","2008-2012","Number","Total Households",1552
"Pomfret","0901561030","2008-2012","Number","Margins of Error",125
"Pomfret","0901561030","2009-2013","Number","Total Households",1503
"Pomfret","0901561030","2009-2013","Number","Margins of Error",120
"Pomfret","0901561030","2010-2014","Number","Total Households",1513
"Pomfret","0901561030","2010-2014","Number","Margins of Error",100
"Pomfret","0901561030","2011-2015","Number","Total Households",1476
"Pomfret","0901561030","2011-2015","Number","Margins of Error",125
"Pomfret","0901561030","2012-2016","Number","Total Households",1625
"Pomfret","0901561030","2012-2016","Number","Margins of Error",122
"Pomfret","0901561030","2013-2017","Number","Total Households",1644
"Pomfret","0901561030","2013-2017","Number","Margins of Error",134
"Portland","0900761800","2006-2010","Number","Total Households",3759
"Portland","0900761800","2006-2010","Number","Margins of Error",178
"Portland","0900761800","2007-2011","Number","Total Households",3646
"Portland","0900761800","2007-2011","Number","Margins of Error",159
"Portland","0900761800","2008-2012","Number","Total Households",3731
"Portland","0900761800","2008-2012","Number","Margins of Error",219
"Portland","0900761800","2009-2013","Number","Total Households",3810
"Portland","0900761800","2009-2013","Number","Margins of Error",165
"Portland","0900761800","2010-2014","Number","Total Households",3955
"Portland","0900761800","2010-2014","Number","Margins of Error",178
"Portland","0900761800","2011-2015","Number","Total Households",3907
"Portland","0900761800","2011-2015","Number","Margins of Error",153
"Portland","0900761800","2012-2016","Number","Total Households",3948
"Portland","0900761800","2012-2016","Number","Margins of Error",152
"Portland","0900761800","2013-2017","Number","Total Households",3930
"Portland","0900761800","2013-2017","Number","Margins of Error",196
"Preston","0901162150","2006-2010","Number","Total Households",1810
"Preston","0901162150","2006-2010","Number","Margins of Error",100
"Preston","0901162150","2007-2011","Number","Total Households",1894
"Preston","0901162150","2007-2011","Number","Margins of Error",94
"Preston","0901162150","2008-2012","Number","Total Households",1854
"Preston","0901162150","2008-2012","Number","Margins of Error",113
"Preston","0901162150","2009-2013","Number","Total Households",1831
"Preston","0901162150","2009-2013","Number","Margins of Error",117
"Preston","0901162150","2010-2014","Number","Total Households",1978
"Preston","0901162150","2010-2014","Number","Margins of Error",126
"Preston","0901162150","2011-2015","Number","Total Households",1935
"Preston","0901162150","2011-2015","Number","Margins of Error",109
"Preston","0901162150","2012-2016","Number","Total Households",1808
"Preston","0901162150","2012-2016","Number","Margins of Error",109
"Preston","0901162150","2013-2017","Number","Total Households",1855
"Preston","0901162150","2013-2017","Number","Margins of Error",106
"Prospect","0900962290","2006-2010","Number","Total Households",3300
"Prospect","0900962290","2006-2010","Number","Margins of Error",138
"Prospect","0900962290","2007-2011","Number","Total Households",3339
"Prospect","0900962290","2007-2011","Number","Margins of Error",152
"Prospect","0900962290","2008-2012","Number","Total Households",3280
"Prospect","0900962290","2008-2012","Number","Margins of Error",147
"Prospect","0900962290","2009-2013","Number","Total Households",3232
"Prospect","0900962290","2009-2013","Number","Margins of Error",154
"Prospect","0900962290","2010-2014","Number","Total Households",3256
"Prospect","0900962290","2010-2014","Number","Margins of Error",140
"Prospect","0900962290","2011-2015","Number","Total Households",3205
"Prospect","0900962290","2011-2015","Number","Margins of Error",140
"Prospect","0900962290","2012-2016","Number","Total Households",3288
"Prospect","0900962290","2012-2016","Number","Margins of Error",161
"Prospect","0900962290","2013-2017","Number","Total Households",3311
"Prospect","0900962290","2013-2017","Number","Margins of Error",132
"Putnam","0901562710","2006-2010","Number","Total Households",3975
"Putnam","0901562710","2006-2010","Number","Margins of Error",273
"Putnam","0901562710","2007-2011","Number","Total Households",3873
"Putnam","0901562710","2007-2011","Number","Margins of Error",223
"Putnam","0901562710","2008-2012","Number","Total Households",3723
